internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
12938,Lyroderma lyra,"Encheira lyra Andersen & Wroughton, 1907 ssp. caurina",Encheira,lyra,"Andersen & Wroughton, 1907",subspecies,
12938,Lyroderma lyra,"Megaderma spectrum Wagner, 1844",Megaderma,spectrum,"Wagner, 1844",,
12938,Lyroderma lyra,"Vespertilio carnatica Elliot, 1839",Vespertilio,carnatica,"Elliot, 1839",,
12938,Lyroderma lyra,"Megaderma lyra É. Geoffroy, 1810",Megaderma,lyra,"É. Geoffroy, 1810",,
12939,Megaderma spasma,"Megaderma horsfieldii Blyth, 1863",Megaderma,horsfieldii,"Blyth, 1863",,
12939,Megaderma spasma,"Vespertilio spasma Linnaeus, 1758",Vespertilio,spasma,"Linnaeus, 1758",,
10985,Kerivoula picta,"Vespertilionis  pictum Pallas, 1774",Vespertilionis ,pictum,"Pallas, 1774",,
10985,Kerivoula picta,"Vespertilio pictus Pallas, 1767",Vespertilio,pictus,"Pallas, 1767",,
10986,Kerivoula smithii,"Kerivoula smithi Thomas, 1880 [orth. error]",Kerivoula,smithi,"Thomas, 1880 [orth. error]",,
12946,Megaerops ecaudatus,"Pachysoma ecaudatum Temminck, 1837",Pachysoma,ecaudatum,"Temminck, 1837",,
12946,Megaerops ecaudatus,"Pachysoma ecaudata Temminck, 1837",Pachysoma,ecaudata,"Temminck, 1837",,
20058,Scotomanes ornatus,"Scotomanes emarginatus (Dobson, 1871)",Scotomanes,emarginatus,"(Dobson, 1871)",,
20058,Scotomanes ornatus,"Nycticejus emarginatus Dobson, 1871",Nycticejus,emarginatus,"Dobson, 1871",,
20058,Scotomanes ornatus,"Nycticejus ornatus Blyth, 1851",Nycticejus,ornatus,"Blyth, 1851",,
20058,Scotomanes ornatus,"Nycticejus nivicolus Hodgson, 1855",Nycticejus,nivicolus,"Hodgson, 1855",,
20056,Scotoecus pallidus,"Nycticeius pallidus (Dobson, 1876)",Nycticeius,pallidus,"(Dobson, 1876)",,
20056,Scotoecus pallidus,"Scotophilus pallidus Dobson, 1876",Scotophilus,pallidus,"Dobson, 1876",,
20056,Scotoecus pallidus,"Vespertilio noctulinus I. Geoffroy, 1831",Vespertilio,noctulinus,"I. Geoffroy, 1831",,
20055,Scotoecus hirundo,"Scotoecus hindei Thomas, 1901",Scotoecus,hindei,"Thomas, 1901",,
20055,Scotoecus hirundo,"Scotoecus albigula Thomas, 1909",Scotoecus,albigula,"Thomas, 1909",,
20054,Scotoecus albofuscus,"Scotoecus albofuscus Thomas, 1917 ssp. woodi",Scotoecus,albofuscus,"Thomas, 1917",subspecies,
12594,Macroglossus minimus,"Pteropus minimus É. Geoffroy Saint-Hilaire, 1810",Pteropus,minimus,"É. Geoffroy Saint-Hilaire, 1810",,
12595,Macroglossus sobrinus,"Macroglossus minimus Andersen, 1911 ssp. sobrinus",Macroglossus,minimus,"Andersen, 1911",subspecies,
12595,Macroglossus sobrinus,"Macroglossus fraternus Chasen & Kloss, 1928",Macroglossus,fraternus,"Chasen & Kloss, 1928",,
7084,Eidolon helvum,"Eidolon helvum ssp. sabaeum (Anderson, 1907)",Eidolon,helvum,,subspecies,"(Anderson, 1907)"
7084,Eidolon helvum,"Vespertilio vampirus ssp. helvus Kerr, 1792",Vespertilio,vampirus,,subspecies,"Kerr, 1792"
85181182,Barbastella leucomelas,"Barbastella blandfordi Bianchi, 1917",Barbastella,blandfordi,"Bianchi, 1917",,
85181182,Barbastella leucomelas,"Barbastella caspica Satunin, 1908",Barbastella,caspica,"Satunin, 1908",,
85181182,Barbastella leucomelas,"Barbastella walteri Bianchi, 1916",Barbastella,walteri,"Bianchi, 1916",,
85181182,Barbastella leucomelas,"Plecotus darjelingensis Hodgson in Horsfield, 1855",Plecotus,darjelingensis,"Hodgson in Horsfield, 1855",,
85181182,Barbastella leucomelas,"Vespertilio leucomelas Cretzschmar, 1826",Vespertilio,leucomelas,"Cretzschmar, 1826",,
20068,Scotophilus kuhlii,"Scotophilus wroughtoni Thomas, 1897",Scotophilus,wroughtoni,"Thomas, 1897",,
20067,Scotophilus heathii,"Scotophilus heathi (Horsfield, 1831)",Scotophilus,heathi,"(Horsfield, 1831)",,
20067,Scotophilus heathii,"Nycticejus luteus Blyth, 1851",Nycticejus,luteus,"Blyth, 1851",,
20067,Scotophilus heathii,"Vespertilio belangeri Geoffroy, 1834",Vespertilio,belangeri,"Geoffroy, 1834",,
20070,Scotophilus nigrita,"Scotophilus nigrita Dalquest, 1965 ssp. alvenslebeni",Scotophilus,nigrita,"Dalquest, 1965",subspecies,
6771,Dobsonia peronii,"Dobsonia peroni (É. Geoffroy, 1810) [orth. error]",Dobsonia,peroni,"(É. Geoffroy, 1810) [orth. error]",,
136739,Hipposideros inornatus,"Hipposideros   diadema ssp. inornatus McKean, 1970",Hipposideros  ,diadema,,subspecies,"McKean, 1970"
136741,Pipistrellus hesperidus,"Pipistrellus hesperidus Temminck, 1840 ssp. hesperidus",Pipistrellus,hesperidus,"Temminck, 1840",subspecies,
136741,Pipistrellus hesperidus,"Pipistrellus hesperidus Roberts, 1948 ssp. broomi",Pipistrellus,hesperidus,"Roberts, 1948",subspecies,
136741,Pipistrellus hesperidus,"Pipistrellus hesperidus (Sundevall, 1846) ssp. subtilis",Pipistrellus,hesperidus,"(Sundevall, 1846)",subspecies,
136741,Pipistrellus hesperidus,"Pipistrellus hesperidus Thomas, 1901 ssp. fuscatus",Pipistrellus,hesperidus,"Thomas, 1901",subspecies,
81060220,Paratriaenops furculus,"Triaenops furculus Trouessart, 1906",Triaenops,furculus,"Trouessart, 1906",,
14358,Nyctiellus lepidus,"Natalus lepidus (Gervais, 1837)",Natalus,lepidus,"(Gervais, 1837)",,
136835,Paremballonura tiavato,"Emballonura tiavato Goodman, Cardiff, Ranivo, Russell &amp; Yoder, 2006",Emballonura,tiavato,"Goodman, Cardiff, Ranivo, Russell &amp; Yoder, 2006",,
88088852,Chilonatalus micropus,"Natalus micropus Dobson, 1880",Natalus,micropus,"Dobson, 1880",,
14361,Chilonatalus tumidifrons,"Natalus tumidifrons (Miller, 1903)",Natalus,tumidifrons,"(Miller, 1903)",,
21986,Lophostoma evotis,"Tonatia evotis Davis & Carter, 1978",Tonatia,evotis,"Davis & Carter, 1978",,
14362,Natalus tumidirostris,"Natalus haymani Goodwin, 1959",Natalus,haymani,"Goodwin, 1959",,
14362,Natalus tumidirostris,"Natalus continentis Thomas, 1911",Natalus,continentis,"Thomas, 1911",,
99783878,Lophostoma carrikeri,"Tonatia carrikeri (J.A. Allen, 1910)",Tonatia,carrikeri,"(J.A. Allen, 1910)",,
99783878,Lophostoma carrikeri,"Lophostoma yasuni Fonseca &amp; Pinto, 2004",Lophostoma,yasuni,"Fonseca &amp; Pinto, 2004",,
88149202,Lophostoma silvicolum,"Tonatia silvicola (d'Orbigny, 1836)",Tonatia,silvicola,"(d'Orbigny, 1836)",,
21987,Lophostoma schulzi,"Tonatia schulzi Genoways & Williams, 1980",Tonatia,schulzi,"Genoways & Williams, 1980",,
4774,Choeroniscus minor,"Choeroniscus intermedius (J.A. Allen & Chapman, 1893)",Choeroniscus,intermedius,"(J.A. Allen & Chapman, 1893)",,
29730,Rousettus aegyptiacus,"Rousettus egyptiacus (É. Geoffroy, 1810)",Rousettus,egyptiacus,"(É. Geoffroy, 1810)",,
29730,Rousettus aegyptiacus,"Pteropus aegyptiacus É. Geoffroy, 1810",Pteropus,aegyptiacus,"É. Geoffroy, 1810",,
14333,Nanonycteris veldkampii,"Nanonycteris veldkampi (Jentink, 1888) [orth. error]",Nanonycteris,veldkampi,"(Jentink, 1888) [orth. error]",,
136820,Neoromicia malagasyensis,"Eptesicus malagasyensis Peterson, Eger &amp; Mitchell, 1995",Eptesicus,malagasyensis,"Peterson, Eger &amp; Mitchell, 1995",,
136820,Neoromicia malagasyensis,"Neoromicia somalicus ssp. malagasyensis (Peterson, Eger & Mitchell, 1995)",Neoromicia,somalicus,,subspecies,"(Peterson, Eger & Mitchell, 1995)"
136820,Neoromicia malagasyensis,"Eptesicus somalicus ssp. malagasyensis Peterson, Eger & Mitchell, 1995",Eptesicus,somalicus,,subspecies,"Peterson, Eger & Mitchell, 1995"
99711843,Harpiocephalus harpia,"Harpiocephalus rufus Gray, 1842",Harpiocephalus,rufus,"Gray, 1842",,
99711843,Harpiocephalus harpia,"Noctulinia   lasyura Hodgson, 1847",Noctulinia  ,lasyura,"Hodgson, 1847",,
99711843,Harpiocephalus harpia,"Vespertilio harpia Temminck, 1840",Vespertilio,harpia,"Temminck, 1840",,
44931,Plecotus christii,"Plecotus christiei Gray, 1838 [orth. error]",Plecotus,christiei,"Gray, 1838 [orth. error]",,
14102,Myopterus daubentonii,"Myopterus albatus Thomas, 1915",Myopterus,albatus,"Thomas, 1915",,
84463104,Myonycteris torquata,"Myonycteris torquata ssp. torquata (Dobson, 1878)",Myonycteris,torquata,,subspecies,"(Dobson, 1878)"
84463104,Myonycteris torquata,"Cynonycteris torquata Dobson, 1878",Cynonycteris,torquata,"Dobson, 1878",,
44925,Neoromicia somalica,"Eptesicus somalicus (Thomas, 1901)",Eptesicus,somalicus,"(Thomas, 1901)",,
44925,Neoromicia somalica,"Vespertilio somalicus Thomas, 1901",Vespertilio,somalicus,"Thomas, 1901",,
44925,Neoromicia somalica,"Pipistrellus somalicus (Thomas, 1901)",Pipistrellus,somalicus,"(Thomas, 1901)",,
44925,Neoromicia somalica,"Vespertilio minutus ssp. somalicus Thomas, 1901",Vespertilio,minutus,,subspecies,"Thomas, 1901"
44926,Neoromicia tenuipinnis,"Eptesicus tenuipinnis (Peters, 1872)",Eptesicus,tenuipinnis,"(Peters, 1872)",,
44926,Neoromicia tenuipinnis,"Pipistrellus tenuipinnis (Peters, 1872)",Pipistrellus,tenuipinnis,"(Peters, 1872)",,
44926,Neoromicia tenuipinnis,"Vesperus tenuipinnis Peters, 1872",Vesperus,tenuipinnis,"Peters, 1872",,
44927,Neoromicia zuluensis,"Pipistrellus zuluensis (Roberts, 1924)",Pipistrellus,zuluensis,"(Roberts, 1924)",,
44927,Neoromicia zuluensis,"Eptesicus zuluensis Roberts, 1924",Eptesicus,zuluensis,"Roberts, 1924",,
44921,Neoromicia helios,"Pipistrellus nanus ssp. helios Heller, 1912",Pipistrellus,nanus,,subspecies,"Heller, 1912"
44922,Neoromicia melckorum,"Pipistrellus melckorum (Roberts, 1919)",Pipistrellus,melckorum,"(Roberts, 1919)",,
44922,Neoromicia melckorum,"Eptesicus melckorum Roberts, 1919",Eptesicus,melckorum,"Roberts, 1919",,
44923,Neoromicia nana,"Pipistrellus nanus (Peters, 1852)",Pipistrellus,nanus,"(Peters, 1852)",,
44923,Neoromicia nana,"Vespertilio nanus Peters, 1852",Vespertilio,nanus,"Peters, 1852",,
44924,Neoromicia rendalli,"Eptesicus rendalli (Thomas, 1889)",Eptesicus,rendalli,"(Thomas, 1889)",,
44924,Neoromicia rendalli,"Pipistrellus rendalli (Thomas, 1889)",Pipistrellus,rendalli,"(Thomas, 1889)",,
44924,Neoromicia rendalli,"Vesperugo rendalli Thomas, 1889",Vesperugo,rendalli,"Thomas, 1889",,
44917,Neoromicia brunnea,"Eptesicus brunneus (Thomas, 1880)",Eptesicus,brunneus,"(Thomas, 1880)",,
44917,Neoromicia brunnea,"Pipistrellus brunneus (Thomas, 1880)",Pipistrellus,brunneus,"(Thomas, 1880)",,
44917,Neoromicia brunnea,"Vesperugo brunneus Thomas, 1880",Vesperugo,brunneus,"Thomas, 1880",,
44917,Neoromicia brunnea,"Neoromicia brunneus (Thomas, 1880)",Neoromicia,brunneus,"(Thomas, 1880)",,
44918,Neoromicia capensis,"Eptesicus capensis (A. Smith, 1829)",Eptesicus,capensis,"(A. Smith, 1829)",,
44918,Neoromicia capensis,"Vespertilio capensis A. Smith, 1829",Vespertilio,capensis,"A. Smith, 1829",,
44918,Neoromicia capensis,"Pipistrellus capensis (A. Smith, 1829)",Pipistrellus,capensis,"(A. Smith, 1829)",,
44919,Neoromicia flavescens,"Eptesicus flavescens (Seabra, 1900)",Eptesicus,flavescens,"(Seabra, 1900)",,
44919,Neoromicia flavescens,"Pipistrellus flavescens (Seabra, 1900)",Pipistrellus,flavescens,"(Seabra, 1900)",,
44919,Neoromicia flavescens,"Vesperugo flavescens Seabra, 1900",Vesperugo,flavescens,"Seabra, 1900",,
44920,Neoromicia guineensis,"Eptesicus guineensis (Bocage, 1889)",Eptesicus,guineensis,"(Bocage, 1889)",,
44920,Neoromicia guineensis,"Pipistrellus guineensis (Bocage, 1889)",Pipistrellus,guineensis,"(Bocage, 1889)",,
44920,Neoromicia guineensis,"Vesperus guineensis Bocage, 1889",Vesperus,guineensis,"Bocage, 1889",,
14142,Myotis annectans,"Vesperugo anectens Dobson, 1876",Vesperugo,anectens,"Dobson, 1876",,
14142,Myotis annectans,"Pipistrellus annectans Dobson, 1871",Pipistrellus,annectans,"Dobson, 1871",,
14142,Myotis annectans,"Myotis primula Thomas, 1920",Myotis,primula,"Thomas, 1920",,
14144,Myotis ater,"Myotis atra (Peters, 1866) [orth. error]",Myotis,atra,"(Peters, 1866) [orth. error]",,
135485,Macronycteris vittatus,"Hipposideros marungensis Noack, 1887",Hipposideros,marungensis,"Noack, 1887",,
135485,Macronycteris vittatus,"Hipposideros vittatus (Peters, 1852)",Hipposideros,vittatus,"(Peters, 1852)",,
14129,Myotis emarginatus,"Vespertilio emarginatus É. Geoffroy, 1806",Vespertilio,emarginatus,"É. Geoffroy, 1806",,
14124,Myotis blythii,"Myotis oxygnathus Monticelli, 1885",Myotis,oxygnathus,"Monticelli, 1885",,
14123,Myotis bechsteinii,"Myotis bechsteini (Kuhl, 1817) [orth. error]",Myotis,bechsteini,"(Kuhl, 1817) [orth. error]",,
16563,Penthetor lucasi,"Cynopterus lucasi Dobson, 1880",Cynopterus,lucasi,"Dobson, 1880",,
14175,Myotis longipes,"Myotis theobaldi Blyth, 1855",Myotis,theobaldi,"Blyth, 1855",,
14175,Myotis longipes,"Vespertilio macropus Dobson, 1872 [not of Gould, 1854]",Vespertilio,macropus,"Dobson, 1872 [not of Gould, 1854]",,
14175,Myotis longipes,"Vespertilio longipes Dobson, 1873 [renaming of preoccupied name <i>macropus</i>]",Vespertilio,longipes,"Dobson, 1873 [renaming of preoccupied name <i>macropus</i>]",,
14175,Myotis longipes,"Vespertilio megalopus Dobson, 1875",Vespertilio,megalopus,"Dobson, 1875",,
14164,Myotis hasseltii,"Vespertilio hasseltii Temminck, 1840",Vespertilio,hasseltii,"Temminck, 1840",,
14164,Myotis hasseltii,"Leuconoe hasselti Wroughton, 1918 [not Temminck, 1840]",Leuconoe,hasselti,"Wroughton, 1918 [not Temminck, 1840]",,
14168,Myotis ikonnikovi,"Myotis hosonoi Imaizumi, 1954",Myotis,hosonoi,"Imaizumi, 1954",,
14168,Myotis ikonnikovi,"Myotis ozensis Imaizumi, 1954",Myotis,ozensis,"Imaizumi, 1954",,
14168,Myotis ikonnikovi,"Myotis yesoensis Yoshiyuki, 1984",Myotis,yesoensis,"Yoshiyuki, 1984",,
14168,Myotis ikonnikovi,"Myotis fujiensis Imaizumi, 1954",Myotis,fujiensis,"Imaizumi, 1954",,
14166,Myotis horsfieldii,"Vespertilio horsfieldi Temminck, 1840",Vespertilio,horsfieldi,"Temminck, 1840",,
14166,Myotis horsfieldii,"Myotis jeannei (Hill, 1983)",Myotis,jeannei,"(Hill, 1983)",,
14166,Myotis horsfieldii,"Leuconoe peshwa Thomas, 1915",Leuconoe,peshwa,"Thomas, 1915",,
22840,Vampyriscus nymphaea,"Vampyressa nymphaea Thomas, 1909",Vampyressa,nymphaea,"Thomas, 1909",,
22837,Vampyriscus bidens,"Vampyressa bidens Dobson, 1878",Vampyressa,bidens,"Dobson, 1878",,
14157,Myotis evotis,"Myotis milleri Elliot, 1903",Myotis,milleri,"Elliot, 1903",,
22838,Vampyriscus brocki,"Vampyressa brocki Peterson, 1968",Vampyressa,brocki,"Peterson, 1968",,
40033,Neoromicia matroka,"Eptesicus matroka (Thomas &amp; Schwann, 1905)",Eptesicus,matroka,"(Thomas &amp; Schwann, 1905)",,
40033,Neoromicia matroka,"Vespertilio matroka Thomas & Schwann, 1905",Vespertilio,matroka,"Thomas & Schwann, 1905",,
14146,Myotis australis,Vespertilio australis,Vespertilio,australis,,,
40038,Mops leucogaster,"Tadarida leucogaster (A. Grandidier, 1869)",Tadarida,leucogaster,"(A. Grandidier, 1869)",,
40038,Mops leucogaster,"Nyctinomus leucogaster A. Grandidier, 1869",Nyctinomus,leucogaster,"A. Grandidier, 1869",,
40038,Mops leucogaster,"Chaerephon leucogaster (A. Grandidier, 1869)",Chaerephon,leucogaster,"(A. Grandidier, 1869)",,
81629742,Miniopterus manavi,"Miniopterus menavi Thomas, 1906",Miniopterus,menavi,"Thomas, 1906",,
14149,Myotis bombinus,"Myotis amurensis Ognev, 1927",Myotis,amurensis,"Ognev, 1927",,
14149,Myotis bombinus,"Myotis bombina Thomas, 1906 [orth. var.]",Myotis,bombina,"Thomas, 1906 [orth. var.]",,
14198,Myotis schaubi,"Myotis araxenus Dahl, 1947",Myotis,araxenus,"Dahl, 1947",,
14198,Myotis schaubi,"Myotis nattereri ssp. araxenus Dahl, 1947",Myotis,nattereri,,subspecies,"Dahl, 1947"
40023,Rhinolophus beddomei,"Rhinolophus luctus Andersen, 1905 ssp. beddomei",Rhinolophus,luctus,"Andersen, 1905",subspecies,
40024,Mops leucostigma,"Tadarida leucostigma (G.M. Allen, 1918)",Tadarida,leucostigma,"(G.M. Allen, 1918)",,
40024,Mops leucostigma,"Chaerephon leucostigma G.M. Allen, 1918",Chaerephon,leucostigma,"G.M. Allen, 1918",,
14193,Myotis pilosus,"Myotis ricketti (Thomas, 1894)",Myotis,ricketti,"(Thomas, 1894)",,
14193,Myotis pilosus,"Myotis pilosus (Peters, 1869)",Myotis,pilosus,"(Peters, 1869)",,
40031,Thainycteris aureocollaris,"Arielulus aureocollaris (Kock &amp; Storch, 1996)",Arielulus,aureocollaris,"(Kock &amp; Storch, 1996)",,
40025,Paratriaenops auritus,"Triaenops auritus Grandidier, 1912",Triaenops,auritus,"Grandidier, 1912",,
14203,Myotis siligorensis,"Vespertilio siligorensis Horsfield, 1855",Vespertilio,siligorensis,"Horsfield, 1855",,
14203,Myotis siligorensis,"Vespertilio darjilingensis Horsfield, 1855",Vespertilio,darjilingensis,"Horsfield, 1855",,
85567622,Myotis montivagus,"Myotis mystacinus ssp. montivagus (Dobson, 1874)",Myotis,mystacinus ssp. montivagus,"(Dobson, 1874)",,
85567622,Myotis montivagus,"Myotis peytoni Wroughton & Ryley, 1913",Myotis,peytoni,"Wroughton & Ryley, 1913",,
85567622,Myotis montivagus,"Vespertilio montivagus Dobson, 1874",Vespertilio,montivagus,"Dobson, 1874",,
85537578,Myotis muricola,"Myotis mystacinus ssp. caliginosus (Tomes, 1859)",Myotis,mystacinus ssp. caliginosus,"(Tomes, 1859)",,
85537578,Myotis muricola,"Vespertilio blanfordi Dobson, 1871",Vespertilio,blanfordi,"Dobson, 1871",,
85537578,Myotis muricola,"Vespertilio caliginosus Tomes, 1859",Vespertilio,caliginosus,"Tomes, 1859",,
85537578,Myotis muricola,"Vespertilio muricola Gray, 1846",Vespertilio,muricola,"Gray, 1846",,
85537578,Myotis muricola,"Vespertilio muricola   Hodgson, 1841 [nomen nudum]",Vespertilio,muricola  ,"Hodgson, 1841 [nomen nudum]",,
85537578,Myotis muricola,"Myotis mystacinus ssp. muricola (Gray, 1846)",Myotis,mystacinus ssp. muricola,"(Gray, 1846)",,
14177,Myotis macrodactylus,"Myotis macrodactylus Tiunov, 1997 ssp. continentalis",Myotis,macrodactylus,"Tiunov, 1997",subspecies,
44790,Glauconycteris argentata,"Chalinolobus argentatus (Dobson, 1875)",Chalinolobus,argentatus,"(Dobson, 1875)",,
44789,Glauconycteris alboguttata,"Chalinolobus alboguttatus (J.A. Allen, 1917)",Chalinolobus,alboguttatus,"(J.A. Allen, 1917)",,
44791,Glauconycteris beatrix,"Chalinolobus beatrix (Thomas, 1901)",Chalinolobus,beatrix,"(Thomas, 1901)",,
44788,Cistugo seabrae,"Myotis seabrai (Thomas, 1912)",Myotis,seabrai,"(Thomas, 1912)",,
44788,Cistugo seabrae,"Cistugo seabrai Thomas, 1912 [orth. error]",Cistugo,seabrai,"Thomas, 1912 [orth. error]",,
14209,Myotis vivesi,"Pizonyx vivesi (Ménègaux, 1901)",Pizonyx,vivesi,"(Ménègaux, 1901)",,
44787,Cistugo lesueuri,"Myotis lesueuri (Roberts, 1919)",Myotis,lesueuri,"(Roberts, 1919)",,
44798,Glauconycteris poensis,"Chalinolobus poensis (Gray, 1842)",Chalinolobus,poensis,"(Gray, 1842)",,
44800,Glauconycteris variegata,"Chalinolobus variegatus (Tomes, 1861)",Chalinolobus,variegatus,"(Tomes, 1861)",,
44799,Glauconycteris superba,"Chalinolobus superbus (Hayman, 1939)",Chalinolobus,superbus,"(Hayman, 1939)",,
44794,Glauconycteris gleni,"Chalinolobus gleni (Peterson & Smith, 1973)",Chalinolobus,gleni,"(Peterson & Smith, 1973)",,
44793,Glauconycteris egeria,"Chalinolobus egeria (Thomas, 1913)",Chalinolobus,egeria,"(Thomas, 1913)",,
44796,Glauconycteris kenyacola,"Chalinolobus kenyacola (Peterson, 1982)",Chalinolobus,kenyacola,"(Peterson, 1982)",,
18655,Mirimiri acrodonta,"Pteralopex acrodonta Hill & Beckon, 1978",Pteralopex,acrodonta,"Hill & Beckon, 1978",,
22949,Vespertilio sinensis,"Vespertilio orientalis Wallin, 1969",Vespertilio,orientalis,"Wallin, 1969",,
22949,Vespertilio sinensis,"Vespertilio superans Thomas, 1899",Vespertilio,superans,"Thomas, 1899",,
171619155,Hypsugo ariel,"Pipistrellus ariel (Thomas, 1904)",Pipistrellus,ariel,"(Thomas, 1904)",,
44851,Pipistrellus anchietae,"Hypsugo anchietae (Seabra, 1900)",Hypsugo,anchietae,"(Seabra, 1900)",,
44854,Hypsugo eisentrauti,"Hypsugo eisentrauti (Hill, 1968)",Hypsugo,eisentrauti,"(Hill, 1968)",,
44854,Hypsugo eisentrauti,"Pipistrellus eisentrauti Hill, 1968",Pipistrellus,eisentrauti,"Hill, 1968",,
44853,Pipistrellus crassulus,"Hypsugo crassulus (Thomas, 1904)",Hypsugo,crassulus,"(Thomas, 1904)",,
44853,Pipistrellus crassulus,"Hypsugo bellieri (De Vree, 1972)",Hypsugo,bellieri,"(De Vree, 1972)",,
44856,Hypsugo savii,"Pipistrellus savii (Bonaparte, 1837)",Pipistrellus,savii,"(Bonaparte, 1837)",,
44855,Hypsugo musciculus,"Pipistrellus musciculus Thomas, 1913",Pipistrellus,musciculus,"Thomas, 1913",,
44862,Miniopterus natalensis,"Miniopterus natalensis ssp. arenarius Heller, 1912",Miniopterus,natalensis,,subspecies,"Heller, 1912"
44697,Epomophorus crypturus,"Epomophorus gambianus ssp. crypturus Peters, 1852",Epomophorus,gambianus,,subspecies,"Peters, 1852"
44698,Lissonycteris angolensis,"Rousettus angolensis (Bocage, 1898)",Rousettus,angolensis,"(Bocage, 1898)",,
44698,Lissonycteris angolensis,"Lissonycteris goliath Bergmans, 1997",Lissonycteris,goliath,"Bergmans, 1997",,
44698,Lissonycteris angolensis,"Lissonycteris smithii Thomas, 1908",Lissonycteris,smithii,"Thomas, 1908",,
44698,Lissonycteris angolensis,"Lissonycteris ruwenzorii Eisentraut, 1965",Lissonycteris,ruwenzorii,"Eisentraut, 1965",,
44698,Lissonycteris angolensis,"Lissonycteris petraea Bergmans, 1997",Lissonycteris,petraea,"Bergmans, 1997",,
44693,Sauromys petrophilus,"Mormopterus petrophilus (Roberts, 1917)",Mormopterus,petrophilus,"(Roberts, 1917)",,
44693,Sauromys petrophilus,"Sauromys petrophilis Shortridge & Carter, 1938 ssp. umbratus",Sauromys,petrophilis,"Shortridge & Carter, 1938",subspecies,
44693,Sauromys petrophilus,"Sauromys petrophilis Roberts, 1946 ssp. fitzsomonsi",Sauromys,petrophilis,"Roberts, 1946",subspecies,
44693,Sauromys petrophilus,"Sauromys petrophilis Roberts, 1946 ssp. erogensis",Sauromys,petrophilis,"Roberts, 1946",subspecies,
44693,Sauromys petrophilus,"Sauromys petrophilis Roberts, 1917 ssp. haagneri",Sauromys,petrophilis,"Roberts, 1917",subspecies,
44689,Macronycteris thomensis,"Hipposideros thomensis (Bocage, 1891)",Hipposideros,thomensis,"(Bocage, 1891)",,
44692,Platymops setiger,"Mormopterus setiger Peters, 1878",Mormopterus,setiger,"Peters, 1878",,
44692,Platymops setiger,"Platymops setiger Thomas, 1906 ssp. macmillani",Platymops,setiger,"Thomas, 1906",subspecies,
44692,Platymops setiger,"Platymops barbatogularis Harrison, 1956",Platymops,barbatogularis,"Harrison, 1956",,
44692,Platymops setiger,"Platymops parkeri Harrison & Fleetwood, 1960",Platymops,parkeri,"Harrison & Fleetwood, 1960",,
44687,Macronycteris gigas,"Hipposideros gigas Wagner, 1845",Hipposideros,gigas,"Wagner, 1845",,
13838,Mops condylurus,"Mops angolensis Peters, 1870",Mops,angolensis,"Peters, 1870",,
13838,Mops condylurus,"Mops occidentalis Monard, 1939",Mops,occidentalis,"Monard, 1939",,
13838,Mops condylurus,"Tadarida condylura (A. Smith, 1833)",Tadarida,condylura,"(A. Smith, 1833)",,
13838,Mops condylurus,"Mops osborni J.A. Allen, 1917",Mops,osborni,"J.A. Allen, 1917",,
13838,Mops condylurus,"Mops orientis G.M. Allen & Loveridge, 1942",Mops,orientis,"G.M. Allen & Loveridge, 1942",,
13838,Mops condylurus,"Mops wonderi Sanbron, 1936",Mops,wonderi,"Sanbron, 1936",,
13838,Mops condylurus,"Mops fulva Thomas, 1908",Mops,fulva,"Thomas, 1908",,
13838,Mops condylurus,"Nyctinomus condylurus A. Smith, 1833",Nyctinomus,condylurus,"A. Smith, 1833",,
13837,Mops brachypterus,"Mops leonis Thomas, 1908",Mops,leonis,"Thomas, 1908",,
13837,Mops brachypterus,"Mops ochraceus J.A. Allen, 1917",Mops,ochraceus,"J.A. Allen, 1917",,
13837,Mops brachypterus,"Tadarida brachyptera (Peters, 1852)",Tadarida,brachyptera,"(Peters, 1852)",,
13837,Mops brachypterus,"Dysopes brachypterus Peters, 1852",Dysopes,brachypterus,"Peters, 1852",,
13840,Mops demonstrator,"Tadarida demonstrator (Thomas, 1903)",Tadarida,demonstrator,"(Thomas, 1903)",,
13840,Mops demonstrator,"Nyctinomus demonstrator Thomas, 1903",Nyctinomus,demonstrator,"Thomas, 1903",,
13839,Mops congicus,"Tadarida congica (J.A. Allen, 1917)",Tadarida,congica,"(J.A. Allen, 1917)",,
9978,Hesperoptenus tickelli,"Nycticejus tickelli Blyth, 1851",Nycticejus,tickelli,"Blyth, 1851",,
18706,Pteronotus gymnonotus,"Pteronotus suapurensis J.A. Allen, 1904",Pteronotus,suapurensis,"J.A. Allen, 1904",,
13849,Mops thersites,"Mops occipitalis J.A. Allen, 1917",Mops,occipitalis,"J.A. Allen, 1917",,
13849,Mops thersites,"Tadarida thersites (Thomas, 1903)",Tadarida,thersites,"(Thomas, 1903)",,
13849,Mops thersites,"Nyctinomus thersites Thomas, 1903",Nyctinomus,thersites,"Thomas, 1903",,
18705,Pteronotus davyi,"Pteronotus davyi Thomas, 1892 ssp. fulvus",Pteronotus,davyi,"Thomas, 1892",subspecies,
18705,Pteronotus davyi,"Pteronotus davyi Goodwin, 1958 ssp. calvus",Pteronotus,davyi,"Goodwin, 1958",subspecies,
18705,Pteronotus davyi,"Pteronotus davyi Smith, 1972 ssp. incae",Pteronotus,davyi,"Smith, 1972",subspecies,
