internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
13220,Mesocricetus brandti,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,brandti,,,,,"(Nehring, 1898)",
13221,Mesocricetus newtoni,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,newtoni,,,,,"(Nehring, 1898)",
13464,Microtus tatricus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,tatricus,,,,,"Kratochvíl, 1952",
135429,Saguinus melanoleucus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Saguinus,melanoleucus,,,,,"(Miranda Ribeiro, 1912)","Both <em>S. melanoleucus melanoleucus</em> and <em>S. m. crandalli</em> were considered to be subspecies of <em>S. fuscicollis</em> by Hershkovitz (1977). <em>Saguinus f. melanoleucus</em>, <em>S. f. acrensis</em>, and <em>S. f. crandalli</em> were listed as subspecies of <em>S. melanoleucus</em> by Coimbra-Filho (1990). <em>Saguinus fuscicollis acrensis</em> Carvalho 1957 is not considered a valid form, but a hybrid between <em>S. f. fuscicollis</em> and <em>S. f. melanoleucus</em> on the upper Rio Juruá, following Peres <em>et al.</em> (1996). <em>S. f. crandalli</em> may well be a hybrid of <em>S. f. fuscicollis </em>× <em>S. f. melanoleucus</em>. Listed as a subspecies of <em>S. fuscicollis</em> by Hershkovitz (1977) and Rylands <em>et al.</em> (1993; 2000). Taxonomy here follows Groves (2001, 2005)."
136562,Nycticeius aenobarbus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,aenobarbus,,,,,"Temminck, 1840","Listed as a synonym of <i>Myotis albescens</i> by many authors, but is clearly distinct at both the generic and species level."
136596,Crocidura hikmiya,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,hikmiya,,,,,"Meegaskumbura, Meegaskumbura, Pethiyagoda, Manamendra-Arachchi &amp; Schneider, 2007",
136612,Scotophilus collinus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,collinus,,,,,"Sody, 1936",
14258,Mysateles prehensilis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mysateles,prehensilis,,,,,"(Poeppig, 1824)",
14296,Naemorhedus goral,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Naemorhedus,goral,,,,,"(Hardwicke, 1825)","Two subspecies are recognized by Wilson and Reeder (2005): <em>N. g. goral</em>, and <em>N. g. bedfordi</em>."
14581,Neotoma magister,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neotoma,magister,,,,,"Baird, 1858","<i>Neotoma magister</i> previously was regarded as a subspecies of <i>Neotoma floridana</i>. Evidence from analyses of variation in mtDNA, allozymes, and morphology indicates that <i>N. magister</i> is a highly distinct lineage (Hayes and Harrison 1992, Hayes and Richmond 1993, Edwards and Bradley 2001). Baker <i>et al.</i> (2003) and Musser and Carleton (in Wilson and Reeder 2005) recognized <i>N. magister</i> and <i>N. floridana</i> as distinct species. Baker <i>et al</i>. (2003) used the name ""Appalachian Woodrat."""
15740,Ovis nivicola,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Ovis,nivicola,,,,,"Eschcholtz, 1829","Grubb (2005) recognized four subspecies: <em>O. n. nivicola</em>, <em>O. n. borealis</em>, <em>O. n. kodarensis</em>, and <em>O. n. koriakorum</em>. However, many Russian authors recognize a different set of subspecies: <em>O. n. nivicola</em> Eschscholtz, 1929 (Kamchatka); <em>O. n. borealis</em> Severtzov, 1873 (Taimyr); <em>O. n. alleni</em> Matsche, 1907 (East Siberia, Yablonovy and Stanovoy Ridges, to Verkhoyansky Ridge in the north); <em>O. n. lydekkeri</em> Kowarzik, 1913 (northeastern Siberia, from Lena River in the west to Stanovoy Ridge in the east, and Verkhoyansky Ridge in the south); and <em>O. n. koriakorum</em> Tschernyavsky, 1962 (Chukchi Peninsula and Koryak District) (K. Tsytsulina pers. comm.). Clearly subspecific taxonomy remains uncertain."
17460,Plagiodontia aedium,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Plagiodontia,aedium,,,,,"F. Cuvier, 1836",This species includes <em>hylaeum</em> as a subspecies (Wilson and Reeder 1993).
19534,Rhinolophus cornutus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,cornutus,,,,,"Temminck, 1835",
19558,Rhinolophus paradoxolophus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,paradoxolophus,,,,,"(Bourret, 1951)",
199838,Pennatomys nivalis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Pennatomys,nivalis,,,,,"Turvey, Weksler, Morris &amp; Nokkert, 2010",
20065,Scotophilus celebensis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,celebensis,,,,,"Sody, 1928","This may be a subspecies of <i>heathii</i> (Tate 1942, Sinha 1980)."
20333,Solomys ponceleti,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Solomys,ponceleti,,,,,"(Troughton, 1935)",
20428,Spalax arenarius,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Spalax,arenarius,,,,,"Reshetnik, 1939",
20468,Speothos venaticus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Speothos,venaticus,,,,,"(Lund, 1842)",
20760,Rattus vandeuseni,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,vandeuseni,,,,,"Taylor &amp; Calaby, 1982",
21147,Suncus montanus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,montanus,,,,,"(Kelaart, 1850)",Meegaskumbura and Schneider (2008) suggest splitting this species into 2 distinct taxa:&#160;<em>S. montanus</em>&#160;in Sri Lanka and&#160;<em>S. niger</em>&#160;in India.
2150,Arvicola sapidus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Arvicola,sapidus,,,,,"Miller, 1908","There are two subspecies of the water vole: <em>Arvicola sapidus sapidus</em> (Miller, 1908) and <em>Arvicola sapidus tenebricus</em> (Miller, 1908).  <em>A. s. sapidus</em> is present in Portugal and southern Spain, while <em>A. s. tenebricus</em> occurs in France and northern Spain.  <em>A. s. tenebricus</em> is dark to reddish brown, while the coat of <em>A. s. sapidus</em> is generally lighter and more yellowish."
21793,Thomasomys vestitus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,vestitus,,,,,"(Thomas, 1898)",
2461,Babyrousa babyrussa,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,babyrussa,,,,,"(Linnaeus, 1758)","<p>Groves (2001) and Meijaard and Groves (2002a, b) proposed to upgrade the three extant subspecies of <em>Babyrousa </span></em>to species level: <em>B. celebensis </span></em>from northern Sulawesi; <em>B. togeanensis </span></em>from the Togian islands; and <em>B. babyrussa </span></em>from Buru and the Sula Islands. A single skull from central Sulawesi may or may not represent the species known otherwise only as a subfossil from the southern peninsula, <em>B. bolabatuensis</span></em>. The taxonomic identity of the individuals from central, eastern and southeastern Sulawesi was left undecided. Until further studies have brought clarity all individuals occurring on Sulawesi, Muna, Buton and Lembeh are treated as <em>Babyrousa celebensis</span></em>. &#160;&#160;A large taxonomic study based on skull and tooth morphology as well as molecular genetic analyses is close to completion.</p>"
3160,Budorcas taxicolor,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Budorcas,taxicolor,,,,,"Hodgson, 1850","Neas and Hoffmann (1987) recognized four subspecies: <em>B. t. bedfordi</em>, <em>B. t. taxicolor</em>, <em>B. t. tibetana</em>, and <em>B. t. whitei</em>. This taxonomy seems to be accepted by both western (Grubb 2005) and Chinese scientists (Wang <em>et al</em>. 1997, Zheng <em>et al</em>. 2003). In a recent analysis of the mtDNA control region, Li <em>et al</em>. (2003) identified three clades that corresponded generally with the three Chinese subspecies sampled."
3339,Burramys parvus,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Burramys,parvus,,,,,"Broom, 1896",
3748,Canis simensis,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,simensis,,,,,"Rüppell, 1840",
3810,Capricornis swinhoei,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,swinhoei,,,,,"Gray, 1862","There has been disagreement in the current taxonomy of <em>Naemorhedus</em> and <em>Capricornis</em> (Groves and Grubb 1985, Soma <em>et al</em>. 1987, Groves and Shields 1996) and is in need of revision. Recent genetic evidences have supported that <em>Capricornis swinhoei</em> is a distinct species from <em>Capricornis crispus</em> (Chang 2002, Min <em>et al</em>. 2004). <br/> <br/>Taxonomy of serows is not completely resolved; descriptions, range maps, and assessments of conservation status in the literature vary because sources differ on nomenclature and specific/subspecific status of the various taxa. Here, we follow the taxonomy of Wilson and Reeder, 3rd edition (2005). Thus, we recognize six species of <em>Capricornis</em>:  <br/> <br/>• <em>C. crispus</em> (Japanese Serow, restricted to Japan) <br/>• <em>C. milneedwardsii</em> (Chinese Serow, but also occurring in southeast Asian countries) <br/>• <em>C. rubidus</em> (Red Serow, restricted to Myanmar) <br/>• <em>C. sumatraensis</em> (Sumatran Serow, in Indonesia, Malaysia and southern Thailand) <br/>• <em>C. swinhoei</em> (Formosan Serow, restricted to Taiwan, Province of China) <br/>• <em>C. thar</em> (Himalayan Serow, along the Himalayan range) <br/> <br/>The genus <em>Naemorhedus</em> is recognized as referring to gorals. Note that this taxonomy differs from that of Wilson and Reeder, 2nd edition (1993), that of the 2007 IUCN Red List (IUCN 2007), as well as that adopted by the IUCN Caprinae Specialist Group (Shackleton 1997). Additionally, most Chinese sources consider serows in China as being <em>N. sumatraensis</em> (e.g., Wang 1998, Wang 2002)."
3842,Capromys pilorides,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,pilorides,,,,,"(Say, 1822)",
40540,Sarcophilus harrisii,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Sarcophilus,harrisii,,,,,"(Boitard, 1841)","<em>Sarcophilus laniarius</em> has also been used recently in light of comparisons between a fossil specimen, <em>S. laniarius</em> (named prior to the naming of <em>S. harrisii</em>), and the extant species (Werdelin 1987)."
41321,Crocidura grandiceps,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,grandiceps,,,,,"Hutterer, 1983",Genetic analysis has identified <em>Crocidura grandiceps</em> forms a sister complex with <em>Crocidura buettikoferi</em> and <em>C. theresae</em> (Jacquet <em>et al. </em>2012). Genetic analysis of historic samples has indicated misidentification between this species and <em>C. wimmeri </em>(Vogel <em>et al. </em>2014).
41502,Galeopterus variegatus,ANIMALIA,CHORDATA,MAMMALIA,DERMOPTERA,CYNOCEPHALIDAE,Galeopterus,variegatus,,,,,"(Audebert, 1799)","Generally the generic name <i>Cynocephalus</i> is used, though Groves (2005) use the genus name <i>Galeopterus</i>. There is sometimes confusion between this species and the Giant Flying Squirrel (Boeadi pers. comm.)."
41777,Pecari tajacu,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,,,,,"(Linnaeus, 1758)","This species was placed in family Dicotylidae by Jones <em>et al</em>. (1992) and in Tayassuidae by Grubb (2005). The appropriate generic name has been debated. It was placed in genus <em>Dicotyles</em> by some authors, the genus <em>Pecari</em> by Grubb (1993, 2005), and the genus <em>Tayassu</em> by Jones <em>et al</em>. (1992). MtDNA data support the recognition of three genera of extant peccaries: <em>Catagonus</em>, <em>Pecari</em>, and <em>Tayassu</em>, with this species in the genus <em>Pecari</em> (Theimer and Keim 1998, Gongora and Moran 2005). DNA studies suggest that <span style=""font-style: italic;"">P. tajacu</span> may consist of at least two major clades or lineages comprising specimens from North/Central and South America (Gongora <span style=""font-style: italic;"">et al.</span> 2006, 2011) with structural chromosomal differences (Gongora <span style=""font-style: italic;"">et al. </span>2000, Adega <span style=""font-style: italic;"">et al.</span> 2006). Additional studies are needed to clarify whether intra and/or inter-specific genetic and chromosomal variation is occurring within this species."
42188,Dama dama,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Dama,dama,,,,,"(Linnaeus, 1758)","Feldhamer <em>et al</em>. (1988) and Geist (1998) included <em>Dama mesopotamica</em> in this species, though it was regarded as a separate species from <em>D. dama</em> by Haltenorth (1959), Ferguson <em>et al</em>. (1985), Uerpmann (1987), and Harrison and Bates (1991). We follow Pitra <em>et al</em>. (2004) in treating <em>D. mesopotamica</em> as a separate species, based on a major study on the evolution and phylogeny of old world deer."
42470,Spermophilus musicus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Spermophilus,musicus,,,,,"Ménétries, 1832",Helgen <em>et al.</em> (2009) propose this species to be a subspecies of <em>S. pygmaeus</em>.&#160;Kryštufek and Vohralík (2012) consider it to be within&#160;<em>S. pygmaeus.</em>
42655,Spalax zemni,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Spalax,zemni,,,,,"(Erxleben, 1777)",
5076,Coelops robinsoni,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Coelops,robinsoni,,,,,"Bonhote, 1908","<i>Coelops hirsutus</i> was previously considered a subspecies of <i>Coelops robinsoni</i> (Corbet and Hill 1992), however, we follow L. Heaney (pers. comm. 2007) in considering it to be a distinct species."
5578,Crocidura nimbae,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,nimbae,,,,,"Heim de Balsac, 1956",Genetic analysis has identified a distinct sister species <em>Crocidura goliath nimbasilvanus</em> (Jacquet <em>et al.</em> 2013).
5582,Crocidura stenocephala,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,stenocephala,,,,,"Dieterlen &amp; Heim de Balsac, 1979",
6081,Cynocephalus volans,ANIMALIA,CHORDATA,MAMMALIA,DERMOPTERA,CYNOCEPHALIDAE,Cynocephalus,volans,,,,,"(Linnaeus, 1758)","Generic synonyms = <i>Galeopithecus</i>, <i>Galeopterus</i>."
6285,Dasyprocta mexicana,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DASYPROCTIDAE,Dasyprocta,mexicana,,,,,"Saussure, 1860",
63543,Camelus ferus,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CAMELIDAE,Camelus,ferus,,,,,"Przewalski, 1878","The International Commission on Zoological Nomenclature (2003) ruled that the name for this wild species is not invalid by virtue of being antedated by the name based on the domestic form. Therefore, IUCN considers the wild species of Bactrian Camel under <em>Camelus ferus</em>, while the domestic form is considered under <em>Camelus bactrianus</em> (see Gentry <em>et al</em>. 2004). <br/> <br/>Grubb (2005) lists <em>ferus</em> as a subspecies of <em>bactrianus</em>, contrary to most authors. <br/> <br/>One-humped camels (<em>Camelus dromedarius</em>) and Bactrian camels (<em>Camelus ferus</em>) can produce viable hybrids (<em>Camelus dromedarius hybridus</em> J. Fischer 1829, unavailable), but hybrid males are thought to be sterile (A.P. Gray 1972). <br/> <br/>Samples of skin taken from the remains of dead wild Bactrian Camels have been sent to scientists for genetic DNA testing. The results have been remarkable. Each skin sample has shown two or three distinct genetic differences to the domestic Bactrian camel and a 3% base difference. This answers the charge that the wild Bactrian camel is a domestic runaway."
